Time(s),Acceleration(m_s2),1_AT3_Floor/A/MeshedPart-PART-1-1 at Node 27292
0.299001,251.933,
0.3,284.158,
Time(s),Acceleration(m_s2),9_AT3_Floor/A/MeshedPart-PART-1-1 at Node 26984
0,10.3553,
0.00100038,10.3855,
0.00200076,9.29052,
0.00300121,9.44484,
0.00400014,8.21227,
0.00500043,52.3039,
0.00600064,84.057,
0.00700042,213.352,
0.00800017,334.553,
0.00900046,502.884,
0.0100007,420.312,
0.0110007,373.234,
0.0120009,93.2823,
0.0130012,138.429,
0.0140004,142.749,
0.0150012,52.9848,
0.0160003,285.739,
0.0170002,142.595,
0.0180002,118.304,
0.0190002,124.3,
0.0200014,418.35,
0.0210003,191.572,
0.0220008,256.748,
0.0230011,221.182,
0.0240004,402.241,
0.0250013,435.276,
0.0260002,97.2787,
0.0270005,261.793,
0.0280008,140.154,
0.0290011,138.291,
0.0300014,337.654,
0.0310002,300.757,
0.0320004,211.003,
0.0330007,223.881,
0.034001,190.299,
0.0350013,120.723,
0.0360001,194.836,
0.0370004,136.829,
0.0380007,211.735,
0.039001,175.539,
0.0400013,232.034,
0.0410001,412.436,
0.0420004,281.291,
0.0430007,290.334,
0.0440001,326.909,
0.045001,281.544,
0.0460009,51.5835,
0.0470004,334.404,
0.0480003,300.323,
0.049,311.485,
0.0500012,152.095,
0.0510008,281.758,
0.0520002,223.992,
0.053001,182.342,
0.0540003,303.536,
0.0550012,408.762,
0.0560005,338.762,
0.0570013,171.096,
0.0580007,344.566,
0.0590015,416.422,
0.0600008,1127.59,
0.0610002,865.774,
0.062001,371.036,
0.0630003,323.513,
0.0640012,382.901,
0.0650005,449.92,
0.0660013,986.282,
0.0670007,124.474,
0.0680015,637.655,
0.0690008,204.94,
0.0700002,534.682,
0.071001,545.574,
0.0720003,368.921,
0.0730012,428.97,
0.0740005,579.919,
0.0750013,259.551,
0.0760007,251.343,
0.0770015,202.389,
0.0780008,555.603,
0.0790002,575.589,
0.080001,835.058,
0.0810003,444.19,
0.0820012,415.396,
0.0830005,125.61,
0.0840013,538.911,
0.0850007,873.958,
0.0860015,339.857,
0.0870012,513.229,
0.0880013,218.514,
0.0890005,155.807,
0.0900002,406.386,
0.0910015,325.323,
0.0920012,226.79,
0.093001,641.547,
0.0940007,148.41,
0.0950005,556.536,
0.0960002,132.8,
0.0970015,509.16,
0.0980012,634.127,
0.0990009,240.815,
0.100001,672.93,
0.101,182.856,
0.102,1118.77,
0.103001,417.629,
0.104001,181.436,
0.105001,536.915,
0.106001,465.366,
0.107,300.645,
0.108,424.15,
0.109001,450.173,
0.110001,71.4463,
0.111001,202.717,
0.112001,755.125,
0.113,402.825,
0.114,520.743,
0.115001,399.92,
0.116001,156.151,
0.117001,209.042,
0.118,795.233,
0.119001,643.753,
0.120001,444.115,
0.121001,139.704,
0.122001,528.82,
0.123,322.365,
0.124001,597.966,
0.125,348.474,
0.126001,379.581,
0.127,234.067,
0.128001,628.443,
0.129,808.458,
0.130001,571.245,
0.131001,338.584,
0.132001,425.58,
0.133001,306.602,
0.134,652.119,
0.135001,468.305,
0.136,508.286,
0.137001,507.098,
0.138,273.909,
0.139001,622.768,
0.140001,571.811,
0.141001,400.426,
0.142001,473.194,
0.143,429.249,
0.144001,322.03,
0.145,494.886,
0.146001,1051.34,
0.147,560.542,
0.148001,818.384,
0.149001,222.359,
0.150001,365.847,
0.151001,311.427,
0.152,255.38,
0.153001,612.007,
0.154,502.491,
0.155001,543.841,
0.156,383.624,
0.157001,196.157,
0.158001,264.549,
0.159001,393.585,
0.160001,270.653,
0.161,327.677,
0.162001,286.151,
0.163,395.213,
0.164001,695.426,
0.165,251.163,
0.166001,356.334,
0.167001,436.696,
0.168001,411.771,
0.169001,495.46,
0.17,897.235,
0.171001,447.12,
0.172,635.017,
0.173001,695.432,
0.174,421.9,
0.175001,805.639,
0.176001,74.0626,
0.177001,595.171,
0.178001,337.048,
0.179,514.116,
0.180001,352.493,
0.181,458.484,
0.182001,540.348,
0.183,297.505,
0.184001,397.945,
0.185001,242.782,
0.186001,218.011,
0.187001,294.095,
0.188,150.973,
0.189001,291.183,
0.19,445.585,
0.191001,425.031,
0.192,567.522,
0.193001,283.37,
0.194001,327.279,
0.195001,268.188,
0.196001,338.078,
0.197,327.431,
0.198001,317.814,
0.199,1000.66,
0.200001,940.937,
0.201,533.564,
0.202001,464.386,
0.203001,449.444,
0.204001,382.212,
0.205001,370.195,
0.206,258.272,
0.207001,237.349,
0.208,449.958,
0.209001,333.494,
0.21,554.603,
0.211001,505.055,
0.212001,553.424,
0.213001,580.255,
0.214001,375.891,
0.215,230.741,
0.216001,184.786,
0.217,554.76,
0.218001,412.086,
0.219,278.642,
0.220001,443.43,
0.221001,936.707,
0.222001,464.282,
0.223001,673.591,
0.224,283.326,
0.225001,461.919,
0.226,694.109,
0.227001,621.642,
0.228,113.135,
0.229001,483.283,
0.230001,603.629,
0.231001,493.747,
0.232001,259.26,
0.233,532.853,
0.234001,151.104,
0.235,232.569,
0.236001,422.142,
0.237,312.097,
0.238001,184.588,
0.239001,367.441,
0.240001,274.163,
0.241001,328.35,
0.242,612.544,
0.243001,464.986,
0.244,220.371,
0.245001,446.887,
0.246,544.98,
0.247001,645.699,
0.248001,517.142,
0.249001,361.928,
0.250001,197.921,
0.251001,256.931,
0.252001,356.235,
0.253001,458.107,
0.254001,126.479,
0.255001,200.044,
0.256001,553.869,
0.257,310.923,
0.258,422.335,
0.259,351.191,
0.26,200.304,
0.261,201.845,
0.262001,764.194,
0.263001,449.415,
0.264001,481.442,
0.265001,793.042,
0.266001,603.877,
0.267001,480.918,
0.268001,194.299,
0.269001,60.7245,
0.270001,374.97,
0.271001,533.884,
0.272,354.524,
0.273,354.284,
0.274,291.609,
0.275,223.593,
0.276,404.785,
0.277001,343.594,
0.278001,267.199,
0.279001,142.207,
0.280001,506.879,
0.281001,342.508,
0.282001,386.247,
0.283001,536.837,
0.284001,349.125,
0.285001,293.067,
0.286,284.287,
0.287,409.871,
0.288,658.124,
0.289,338.054,
0.29,250.208,
0.291001,522.4,
0.292001,252.832,
0.293001,590.927,
0.294001,149.074,
0.295001,330.362,
0.296001,318.07,
0.297001,381.216,
0.298001,245.754,
0.299001,469.684,
0.3,312.538,
Time(s),Acceleration(m_s2),10_AT3_Floor/A/MeshedPart-PART-1-1 in Element 23979
0,10.3553,
0.00100038,9.44357,
0.00200076,10.3216,
0.00300121,8.21576,
0.00400014,11.2743,
0.00500043,316.422,
0.00600064,131.4,
0.00700042,224.032,
0.00800017,264.11,
0.00900046,338.665,
0.0100007,268.674,
0.0110007,193.014,
0.0120009,273.559,
0.0130012,418.102,
0.0140004,221.714,
0.0150012,227.545,
0.0160003,252.716,
0.0170002,430.779,
0.0180002,243.833,
0.0190002,384.982,
0.0200014,304.428,
0.0210003,163.624,
0.0220008,198.221,
0.0230011,401.309,
0.0240004,230.932,
0.0250013,224.131,
0.0260002,192.153,
0.0270005,169.929,
0.0280008,437.792,
0.0290011,149.371,
0.0300014,503.825,
0.0310002,251.203,
0.0320004,279.67,
0.0330007,416.516,
0.034001,539.584,
0.0350013,315.144,
0.0360001,392.564,
0.0370004,388.144,
0.0380007,145.33,
0.039001,437.598,
0.0400013,355.803,
0.0410001,349.319,
0.0420004,308.671,
0.0430007,622.743,
0.0440001,500.579,
0.045001,217.925,
0.0460009,478.175,
0.0470004,125.386,
0.0480003,221.404,
0.049,275.192,
0.0500012,328.302,
0.0510008,657.315,
0.0520002,355.124,
0.053001,314.186,
0.0540003,277.581,
0.0550012,320.569,
0.0560005,279.438,
0.0570013,317.758,
0.0580007,419.819,
0.0590015,468.641,
0.0600008,426.536,
0.0610002,704.516,
0.062001,477.424,
0.0630003,964.88,
0.0640012,285.447,
0.0650005,566.141,
0.0660013,521.488,
0.0670007,439.291,
0.0680015,570.225,
0.0690008,591.981,
0.0700002,661.255,
0.071001,729.503,
0.0720003,303.806,
0.0730012,471.423,
0.0740005,484.065,
0.0750013,387.83,
0.0760007,699.819,
0.0770015,497.843,
0.0780008,522.475,
0.0790002,828.197,
0.080001,339.972,
0.0810003,472.827,
0.0820012,614.042,
0.0830005,614.287,
0.0840013,589.66,
0.0850007,562.473,
0.0860015,577.181,
0.0870012,292.223,
0.0880013,383.602,
0.0890005,621.847,
0.0900002,842.861,
0.0910015,516.413,
0.0920012,277.342,
0.093001,346.557,
0.0940007,753.947,
0.0950005,787.311,
0.0960002,783.974,
0.0970015,647.064,
0.0980012,763.084,
0.0990009,688.346,
0.100001,677.083,
0.101,1109.26,
0.102,664.432,
0.103001,742.308,
0.104001,859.976,
0.105001,1328.39,
0.106001,882.153,
0.107,1204.19,
0.108,1215.38,
0.109001,949.817,
0.110001,802.531,
0.111001,971.315,
0.112001,1431.79,
0.113,1289.03,
0.114,1548.39,
0.115001,561.8,
0.116001,1015.85,
0.117001,1106.82,
0.118,1558.62,
0.119001,760.135,
0.120001,604.346,
0.121001,956.828,
0.122001,952.092,
0.123,1588.65,
0.124001,1357.04,
0.125,410.918,
0.126001,186.345,
0.127,752.9,
0.128001,654.19,
0.129,692.666,
0.130001,301.619,
0.131001,328.418,
0.132001,804.225,
0.133001,457.71,
0.134,545.067,
0.135001,407.27,
0.136,342.056,
0.137001,720.61,
0.138,289.808,
0.139001,370.716,
0.140001,277.209,
0.141001,493.038,
0.142001,415.319,
0.143,760.344,
0.144001,199.12,
0.145,525.032,
0.146001,365.924,
0.147,368.96,
0.148001,251.264,
0.149001,363.144,
0.150001,433.588,
0.151001,472.137,
0.152,317.604,
0.153001,556.5,
0.154,420.054,
0.155001,192.901,
0.156,390.433,
0.157001,335.309,
0.158001,191.016,
0.159001,267.919,
0.160001,417.889,
0.161,197.71,
0.162001,888.514,
0.163,435.493,
0.164001,287.516,
0.165,495.057,
0.166001,559.771,
0.167001,361.1,
0.168001,229.085,
0.169001,390.488,
0.17,661.434,
0.171001,162.966,
0.172,303.209,
0.173001,169.004,
0.174,371.52,
0.175001,456.396,
0.176001,302.445,
0.177001,461.457,
0.178001,470.448,
0.179,210.069,
0.180001,261.137,
0.181,230.936,
0.182001,469.618,
0.183,564.959,
0.184001,480.58,
0.185001,307.629,
0.186001,380.889,
0.187001,479.471,
0.188,314.097,
0.189001,280.631,
0.19,561.838,
0.191001,297.311,
0.192,279.316,
0.193001,237.386,
0.194001,732.888,
0.195001,248.756,
0.196001,649.485,
0.197,414.408,
0.198001,479.489,
0.199,206.296,
0.200001,209.005,
0.201,469.19,
0.202001,410.22,
0.203001,96.0868,
0.204001,235.144,
0.205001,361.535,
0.206,281.329,
0.207001,481.703,
0.208,417.404,
0.209001,366.936,
0.21,715.571,
0.211001,245.565,
0.212001,377.464,
0.213001,476.828,
0.214001,542.018,
0.215,403.816,
0.216001,425.855,
0.217,287.07,
0.218001,230.038,
0.219,229.823,
0.220001,458.024,
0.221001,140.77,
0.222001,319.856,
0.223001,472.115,
0.224,246.699,
0.225001,475.751,
0.226,550.483,
0.227001,344.699,
0.228,307.349,
0.229001,159.606,
0.230001,142.597,
0.231001,388.799,
0.232001,217.374,
0.233,273.9,
0.234001,287.394,
0.235,202.628,
0.236001,427.874,
0.237,187.331,
0.238001,423.178,
0.239001,319.539,
0.240001,708.686,
0.241001,241.307,
0.242,318.807,
0.243001,532.382,
0.244,269.781,
0.245001,678.381,
0.246,93.9472,
0.247001,259.713,
0.248001,295.602,
0.249001,372.507,
0.250001,416.594,
0.251001,248.288,
0.252001,416.001,
0.253001,240.45,
0.254001,499.851,
0.255001,617.343,
0.256001,636.763,
0.257,219.093,
0.258,199.08,
0.259,431.409,
0.26,568.768,
0.261,415.84,
0.262001,422.601,
0.263001,218.982,
0.264001,570.789,
0.265001,418.615,
0.266001,293.143,
0.267001,575.211,
0.268001,272.209,
0.269001,403.423,
0.270001,591.536,
0.271001,401.227,
0.272,385.663,
0.273,349.055,
0.274,326.494,
0.275,613.535,
0.276,283.347,
0.277001,205.624,
0.278001,209.687,
0.279001,169.622,
0.280001,728.665,
0.281001,373.668,
0.282001,551.1,
0.283001,105.542,
0.284001,245.721,
0.285001,184.789,
0.286,213.774,
0.287,223.528,
0.288,482.257,
0.289,167.225,
0.29,161.128,
0.291001,522.804,
0.292001,383.712,
0.293001,162.841,
0.294001,384.521,
0.295001,525.055,
0.296001,382.814,
0.297001,217.337,
0.298001,405.554,
0.299001,188.383,
0.3,383.263,
Time(s),Acceleration(m_s2),11_AT3_Floor/A/MeshedPart-PART-1-1 in Element 23846
0,10.3553,
0.00100038,9.71496,
0.00200076,9.71259,
0.00300121,9.73818,
0.00400014,10.5694,
0.00500043,112.454,
0.00600064,111.164,
0.00700042,174.482,
0.00800017,176.632,
0.00900046,327.599,
0.0100007,343.202,
0.0110007,257.168,
0.0120009,230.123,
0.0130012,171.193,
0.0140004,417.289,
0.0150012,407.425,
0.0160003,415.066,
0.0170002,637.521,
0.0180002,252.274,
0.0190002,132.693,
0.0200014,246.109,
0.0210003,300.126,
0.0220008,278.797,
0.0230011,198.885,
0.0240004,328.493,
0.0250013,337.473,
0.0260002,408.113,
0.0270005,170.747,
0.0280008,210.676,
0.0290011,416.463,
0.0300014,270.419,
0.0310002,162.402,
0.0320004,154.328,
0.0330007,159.314,
0.034001,100.502,
0.0350013,401.71,
0.0360001,208.981,
0.0370004,204.379,
0.0380007,459.352,
0.039001,592.779,
0.0400013,372.729,
0.0410001,341.588,
0.0420004,184.593,
0.0430007,349.394,
0.0440001,271.699,
0.045001,163.482,
0.0460009,538.743,
0.0470004,252.11,
0.0480003,452.331,
0.049,410.598,
0.0500012,463.273,
0.0510008,268.905,
0.0520002,327.378,
0.053001,206.525,
0.0540003,324.145,
0.0550012,288.62,
0.0560005,351.332,
0.0570013,222.743,
0.0580007,362.093,
0.0590015,920.001,
0.0600008,415.335,
0.0610002,963.651,
0.062001,654.331,
0.0630003,744.458,
0.0640012,571.966,
0.0650005,705.094,
0.0660013,434.062,
0.0670007,582.263,
0.0680015,579.934,
0.0690008,307.989,
0.0700002,510.151,
0.071001,309.581,
0.0720003,298.742,
0.0730012,639.322,
0.0740005,321.236,
0.0750013,533.498,
0.0760007,703.535,
0.0770015,775.3,
0.0780008,601.409,
0.0790002,349.496,
0.080001,481.404,
0.0810003,330.136,
0.0820012,562.741,
0.0830005,503.913,
0.0840013,235.909,
0.0850007,473.187,
0.0860015,428.07,
0.0870012,377.418,
0.0880013,640.932,
0.0890005,757.874,
0.0900002,655.601,
0.0910015,321.197,
0.0920012,326.303,
0.093001,733.274,
0.0940007,292.212,
0.0950005,516.321,
0.0960002,496.121,
0.0970015,418.935,
0.0980012,422.719,
0.0990009,242.579,
0.100001,464.148,
0.101,340.058,
0.102,263.327,
0.103001,449.1,
0.104001,568.078,
0.105001,516.644,
0.106001,336.547,
0.107,717.155,
0.108,551.878,
0.109001,267.294,
0.110001,661.105,
0.111001,497.246,
0.112001,439.444,
0.113,1041.15,
0.114,1062.59,
0.115001,396.426,
0.116001,877.991,
0.117001,779.069,
0.118,266.762,
0.119001,538.768,
0.120001,722.275,
0.121001,875.129,
0.122001,707.191,
0.123,582.465,
0.124001,748.1,
0.125,394.892,
0.126001,715.326,
0.127,232.7,
0.128001,280.581,
0.129,499.354,
0.130001,148.099,
0.131001,519.458,
0.132001,690.898,
0.133001,439.437,
0.134,385.425,
0.135001,596.552,
0.136,248.4,
0.137001,382.729,
0.138,414.42,
0.139001,393.018,
0.140001,264.101,
0.141001,397.799,
0.142001,186.335,
0.143,336.069,
0.144001,396.696,
0.145,241.527,
0.146001,772.057,
0.147,354.66,
0.148001,637.218,
0.149001,295.082,
0.150001,383.058,
0.151001,232.24,
0.152,441.731,
0.153001,368.151,
0.154,277.947,
0.155001,701.297,
0.156,346.658,
0.157001,153.395,
0.158001,377.483,
0.159001,405.62,
0.160001,420.172,
0.161,730.301,
0.162001,466.598,
0.163,218.914,
0.164001,123.766,
0.165,195.931,
0.166001,415.775,
0.167001,668.334,
0.168001,564.609,
0.169001,445.942,
0.17,533.839,
0.171001,328.518,
0.172,274.741,
0.173001,575.634,
0.174,406.401,
0.175001,375.454,
0.176001,191.127,
0.177001,269.41,
0.178001,423.996,
0.179,470.813,
0.180001,449.356,
0.181,319.678,
0.182001,429.93,
0.183,749.063,
0.184001,267.316,
0.185001,671.947,
0.186001,460.3,
0.187001,490.794,
0.188,623.179,
0.189001,595.881,
0.19,487.493,
0.191001,263.756,
0.192,585.545,
0.193001,634.897,
0.194001,498.315,
0.195001,332.904,
0.196001,529.386,
0.197,370.545,
0.198001,589.131,
0.199,424.366,
0.200001,365.907,
0.201,322.185,
0.202001,631.391,
0.203001,499.61,
0.204001,385.504,
0.205001,291.92,
0.206,275.946,
0.207001,393.428,
0.208,475.43,
0.209001,732.352,
0.21,535.804,
0.211001,306.349,
0.212001,577.299,
0.213001,144.969,
0.214001,388.574,
0.215,589.738,
0.216001,282.584,
0.217,433.563,
0.218001,246.199,
0.219,254.738,
0.220001,452.075,
0.221001,346.942,
0.222001,240.41,
0.223001,250.461,
0.224,393.272,
0.225001,100.726,
0.226,373.361,
0.227001,247.99,
0.228,410.93,
0.229001,233.993,
0.230001,248.63,
0.231001,264.093,
0.232001,393.664,
0.233,315.296,
0.234001,266.039,
0.235,306.272,
0.236001,325.496,
0.237,267.504,
0.238001,321.168,
0.239001,218.55,
0.240001,189.076,
0.241001,309.131,
0.242,413.292,
0.243001,224.288,
0.244,248.996,
0.245001,239.933,
0.246,230.931,
0.247001,422.84,
0.248001,312.288,
0.249001,472.365,
0.250001,260.804,
0.251001,235.186,
0.252001,146.827,
0.253001,254.036,
0.254001,691.56,
0.255001,561.694,
0.256001,413.372,
0.257,366.337,
0.258,476.543,
0.259,450.47,
0.26,549.216,
0.261,462.091,
0.262001,597.888,
0.263001,238.907,
0.264001,303.942,
0.265001,186.76,
0.266001,315.327,
0.267001,305.051,
0.268001,432.141,
0.269001,342.16,
0.270001,435.95,
0.271001,427.261,
0.272,188.817,
0.273,250.093,
0.274,395.264,
0.275,340.59,
0.276,236.963,
0.277001,446.048,
0.278001,361.392,
0.279001,562.787,
0.280001,519.021,
0.281001,508.33,
0.282001,238.87,
0.283001,127.457,
0.284001,312.415,
0.285001,367.267,
0.286,368.356,
0.287,407.345,
0.288,329.169,
0.289,189.912,
0.29,510.154,
0.291001,219.997,
0.292001,166.804,
0.293001,383.083,
0.294001,390.062,
0.295001,276.636,
0.296001,102.768,
0.297001,293.627,
0.298001,160.737,
0.299001,255.569,
0.3,297.341,
Time(s),Acceleration(m_s2),12_AT3_Floor/A/MeshedPart-PART-1-1 at Node 26971
0,10.3553,
0.00100038,9.28869,
0.00200076,10.6951,
0.00300121,10.3792,
0.00400014,9.04388,
0.00500043,118.037,
0.00600064,320.436,
0.00700042,121.968,
0.00800017,388.824,
0.00900046,243.571,
0.0100007,304.22,
0.0110007,96.2608,
0.0120009,119.478,
0.0130012,295.279,
0.0140004,185.103,
0.0150012,176.42,
0.0160003,254.479,
0.0170002,75.1947,
0.0180002,69.5719,
0.0190002,485.522,
0.0200014,357.78,
0.0210003,337.606,
0.0220008,253.563,
0.0230011,260.179,
0.0240004,338.154,
0.0250013,223.836,
0.0260002,272.823,
0.0270005,133.902,
0.0280008,303.131,
0.0290011,110.845,
0.0300014,330.902,
0.0310002,194.576,
0.0320004,200.401,
0.0330007,607.018,
0.034001,597.367,
0.0350013,121.645,
0.0360001,244.723,
0.0370004,391.143,
0.0380007,131.305,
0.039001,235.959,
0.0400013,53.333,
0.0410001,287.299,
0.0420004,409.741,
0.0430007,404.332,
0.0440001,198.684,
0.045001,249.552,
0.0460009,254.067,
0.0470004,233.761,
0.0480003,121.601,
0.049,469.903,
0.0500012,315.368,
0.0510008,323.463,
0.0520002,251.123,
0.053001,486.232,
0.0540003,301.36,
0.0550012,315.812,
0.0560005,419.709,
0.0570013,290.112,
0.0580007,201.58,
0.0590015,81.4813,
0.0600008,571.267,
0.0610002,932.703,
0.062001,581.911,
0.0630003,359.42,
0.0640012,790.383,
0.0650005,696.46,
0.0660013,910.641,
0.0670007,638.191,
0.0680015,371.593,
0.0690008,577.9,
0.0700002,229.848,
0.071001,120.922,
0.0720003,301.711,
0.0730012,832.717,
0.0740005,740.649,
0.0750013,191.516,
0.0760007,1091.33,
0.0770015,840.083,
0.0780008,759.776,
0.0790002,497.909,
0.080001,671.405,
0.0810003,123.007,
0.0820012,489.612,
0.0830005,789.743,
0.0840013,422.363,
0.0850007,326.366,
0.0860015,376.116,
0.0870012,631.408,
0.0880013,457.929,
0.0890005,219.401,
0.0900002,721.589,
0.0910015,337.578,
0.0920012,578.909,
0.093001,392.399,
0.0940007,370.96,
0.0950005,366.095,
0.0960002,788.924,
0.0970015,1185.35,
0.0980012,540.826,
0.0990009,321.452,
0.100001,144.056,
0.101,357.822,
0.102,452.696,
0.103001,541.052,
0.104001,786.952,
0.105001,399.877,
0.106001,941.902,
0.107,283.752,
0.108,314.296,
0.109001,564.696,
0.110001,483.213,
0.111001,165.614,
0.112001,442.254,
0.113,252.132,
0.114,703.756,
0.115001,647.745,
0.116001,397.674,
0.117001,424.369,
0.118,434.946,
0.119001,1198.3,
0.120001,385.758,
0.121001,696.808,
0.122001,330.205,
0.123,529.474,
0.124001,761.689,
0.125,561.084,
0.126001,753.948,
0.127,196.934,
0.128001,559.579,
0.129,465.296,
0.130001,477.151,
0.131001,181.269,
0.132001,298.899,
0.133001,585.415,
0.134,235.743,
0.135001,241.26,
0.136,141.444,
0.137001,550.324,
0.138,432.978,
0.139001,279.337,
0.140001,623.737,
0.141001,556.791,
0.142001,67.8371,
0.143,220.202,
0.144001,670.291,
0.145,118.277,
0.146001,283.933,
0.147,241.727,
0.148001,360.397,
0.149001,463.188,
0.150001,541.666,
0.151001,226.86,
0.152,291.41,
0.153001,530.803,
0.154,260.455,
0.155001,209.544,
0.156,227.758,
0.157001,203.472,
0.158001,286.584,
0.159001,260.576,
0.160001,111.172,
0.161,261.743,
0.162001,365.237,
0.163,634.217,
0.164001,389.304,
0.165,568.445,
0.166001,628.559,
0.167001,673.445,
0.168001,333.653,
0.169001,316.998,
0.17,526.554,
0.171001,441.697,
0.172,441.515,
0.173001,627.837,
0.174,563.941,
0.175001,488.175,
0.176001,200.252,
0.177001,169.202,
0.178001,248.822,
0.179,317.751,
0.180001,481.444,
0.181,229.717,
0.182001,527.145,
0.183,302.316,
0.184001,570.654,
0.185001,208.17,
0.186001,288.491,
0.187001,164.336,
0.188,454.726,
0.189001,269.758,
0.19,693.732,
0.191001,845.702,
0.192,427.705,
0.193001,687.111,
0.194001,515.916,
0.195001,453.186,
0.196001,651.569,
0.197,394.537,
0.198001,332.243,
0.199,732.321,
0.200001,244.237,
0.201,296.771,
0.202001,523.434,
0.203001,217.912,
0.204001,627.38,
0.205001,335.7,
0.206,349.7,
0.207001,354.133,
0.208,316.83,
0.209001,887.877,
0.21,476.221,
0.211001,865.722,
0.212001,278.723,
0.213001,66.6217,
0.214001,220.634,
0.215,208.565,
0.216001,284.577,
0.217,315.825,
0.218001,217.401,
0.219,426.033,
0.220001,563.981,
0.221001,454.746,
0.222001,676.838,
0.223001,440.803,
0.224,373.412,
0.225001,137.379,
0.226,181.333,
0.227001,465.988,
0.228,686.528,
0.229001,323.549,
0.230001,320.995,
0.231001,254.057,
0.232001,190.993,
0.233,267.483,
0.234001,1139.86,
0.235,343.563,
0.236001,469.351,
0.237,416.59,
0.238001,541.583,
0.239001,154.037,
0.240001,318.893,
0.241001,281.586,
0.242,379.551,
0.243001,142.802,
0.244,483.918,
0.245001,233.428,
0.246,397.965,
0.247001,480.303,
0.248001,816.263,
0.249001,373.54,
0.250001,391.636,
0.251001,484.733,
0.252001,475.253,
0.253001,330.144,
0.254001,464.848,
0.255001,501.446,
0.256001,467.172,
0.257,511.588,
0.258,237.972,
0.259,454.953,
0.26,336.282,
0.261,179.446,
0.262001,501.093,
0.263001,257.28,
0.264001,529.806,
0.265001,268.125,
0.266001,496.262,
0.267001,510.659,
0.268001,383.841,
0.269001,534.294,
0.270001,409.619,
0.271001,430.431,
0.272,414.901,
0.273,435.678,
0.274,295.15,
0.275,377.538,
0.276,357.602,
0.277001,168.291,
0.278001,433.592,
0.279001,812.191,
0.280001,404.902,
0.281001,301.458,
0.282001,404.766,
0.283001,111.243,
0.284001,528.275,
0.285001,484.097,
0.286,402.994,
0.287,174.337,
0.288,139.597,
0.289,681.696,
0.29,910.655,
0.291001,204.445,
0.292001,253.47,
0.293001,121.539,
0.294001,364.384,
0.295001,250.451,
0.296001,287.577,
0.297001,260.95,
0.298001,407.647,
0.299001,268.478,
0.3,418.506,
