Time(s),Acceleration(m_s2),1_XY-Field A.1/A/C3/MeshedPart-PART-1-1 at Node 157686
0.3,227.681,
Time(s),Acceleration(m_s2),5_XY-Field A.1/A/C3/MeshedPart-PART-1-1 at Node 157630
0,-8.80593,
0.00100075,-9.9067,
0.00200062,-9.90669,
0.00300037,-9.90668,
0.00400011,-11.0074,
0.00500074,-117.787,
0.00600049,26.4207,
0.00700023,-231.202,
0.00800076,-224.616,
0.00900087,-142.041,
0.0100001,-523.008,
0.0110002,-92.4941,
0.0120003,-213.613,
0.0130005,-253.19,
0.0140008,189.336,
0.0150001,-19.8133,
0.016,486.472,
0.0170001,775.744,
0.0180002,402.806,
0.0190003,695.628,
0.0200005,278.449,
0.0210006,-112.275,
0.0220007,473.369,
0.0230008,-265.318,
0.0240009,-95.7878,
0.0250001,57.2552,
0.0260002,-242.249,
0.0270003,343.535,
0.0280004,-122.231,
0.0290005,125.532,
0.0300006,-246.631,
0.0310007,28.6292,
0.0320008,-95.7951,
0.0330001,-161.838,
0.0340002,9.90827,
0.0350003,417.234,
0.0360004,-155.216,
0.0370005,546.459,
0.0380006,195.922,
0.0390007,348.919,
0.0400008,195.36,
0.041,77.0376,
0.0420001,-0.550306,
0.0430002,163.451,
0.0440003,400.666,
0.0450004,108.965,
0.0460006,28.0701,
0.0470007,335.159,
0.0480008,50.639,
0.0490009,100.717,
0.0500001,1.10069,
0.0510002,-77.5988,
0.0520003,223.403,
0.0530004,292.235,
0.0540005,210.228,
0.0550006,46.2312,
0.0560007,183.824,
0.0570008,-62.196,
0.0580001,39.0848,
0.0590002,-398.05,
0.0600003,-69.9134,
0.0610004,194.358,
0.0620005,121.121,
0.0630006,733.43,
0.0640007,377.815,
0.0650008,251.173,
0.066,259.359,
0.0670001,109.404,
0.0680002,-167.76,
0.0690003,360.43,
0.0700004,-609.667,
0.0710006,128.221,
0.0720007,-363.497,
0.0730008,545.557,
0.0740009,-563.41,
0.0750001,409.571,
0.0760002,-271.104,
0.0770003,413.363,
0.0780004,448.881,
0.0790005,948.35,
0.0800006,46.3127,
0.0810007,219.684,
0.0820008,84.3474,
0.0830001,331.402,
0.0840002,263.092,
0.0850003,321.239,
0.0860004,-478.207,
0.0870005,678.906,
0.0880006,63.2667,
0.0890007,108.893,
0.0900008,-497.135,
0.091,689.027,
0.0920001,-114.61,
0.0930002,468.528,
0.0940003,7.96132,
0.0950004,-126.081,
0.0960006,-278.631,
0.0970007,354.784,
0.0980008,533.903,
0.0990009,162.969,
0.1,-126.107,
0.101,710.466,
0.102,-181.21,
0.103,323.646,
0.104001,110.193,
0.105001,68.5384,
0.106001,-5.72028,
0.107001,675.149,
0.108,-320.552,
0.109,454.023,
0.11,-158.863,
0.111,353.524,
0.112,-50.1682,
0.113001,121.699,
0.114001,-282.247,
0.115001,78.2813,
0.116,51.8123,
0.117,166.309,
0.118,83.2248,
0.119,50.1542,
0.12,284.089,
0.121001,328.886,
0.122001,-473.943,
0.123001,298.67,
0.124001,31.4123,
0.125,43.1172,
0.126001,-50.6993,
0.127,27.0051,
0.128001,-267.153,
0.129,237.279,
0.130001,108.705,
0.131,-58.2767,
0.132,129.78,
0.133001,103.056,
0.134,123.865,
0.135001,-181.712,
0.136,92.7234,
0.137001,-209.387,
0.138,300.897,
0.139001,-8.81796,
0.14,186.575,
0.141,332.916,
0.142001,-121.818,
0.143,431.85,
0.144001,-334.868,
0.145,363.221,
0.146001,-148.549,
0.147,-49.3273,
0.148,40.7872,
0.149001,-77.9894,
0.15,-396.55,
0.151001,78.813,
0.152,-80.7503,
0.153001,211.636,
0.154,-492.447,
0.155001,431.751,
0.156,-100.028,
0.157,-21.2172,
0.158001,5.51147,
0.159,-301.77,
0.160001,66.6971,
0.161,-189.195,
0.162001,16.5345,
0.163,-482.4,
0.164,397.105,
0.165,-360.174,
0.166,303.964,
0.167001,-15.4306,
0.168,58.421,
0.169001,-70.9574,
0.17,-90.3885,
0.171001,101.282,
0.172,75.6559,
0.173,-390.942,
0.174001,394.671,
0.175,-255.759,
0.176001,90.1202,
0.177,-148.554,
0.178001,-189.617,
0.179,218.556,
0.180001,15.9856,
0.181,-376.605,
0.182,162.822,
0.183001,-120.09,
0.184,118.363,
0.185001,-4.68538,
0.186,-298.175,
0.187001,34.3099,
0.188,81.8493,
0.189,-96.1777,
0.190001,-6.33906,
0.191,-290.845,
0.192001,232.405,
0.193,-270.977,
0.194001,-18.4657,
0.195,4.68522,
0.196001,40.5847,
0.197,149.785,
0.198,-39.8256,
0.199001,-3.23841,
0.2,-100.594,
0.201001,326.415,
0.202,44.5753,
0.203001,103.339,
0.204,-199.943,
0.205,248.026,
0.206001,-71.2364,
0.207,466.541,
0.208001,-232.162,
0.209,50.0144,
0.210001,-69.4475,
0.211,272.951,
0.212001,-383.591,
0.213,-66.4081,
0.214,-44.362,
0.215001,-11.2279,
0.216,-10.678,
0.217001,-259.704,
0.218,185.096,
0.219001,-278.454,
0.22,177.173,
0.221,-129.166,
0.222001,85.5609,
0.223,-64.4112,
0.224001,60.0734,
0.225,35.1334,
0.226001,-171.766,
0.227,66.9334,
0.228001,85.0126,
0.229,54.2865,
0.23,-83.8422,
0.231001,222.589,
0.232,-524.102,
0.233001,577.362,
0.234,-456.306,
0.235001,508.024,
0.236,-211.712,
0.237001,195.848,
0.238,-116.157,
0.239,192.631,
0.240001,-117.818,
0.241,-9.36969,
0.242001,97.1445,
0.243,-131.647,
0.244001,-140.821,
0.245,281.329,
0.246,-215.706,
0.247001,480.806,
0.248,-475.75,
0.249001,198.676,
0.25,-91.6215,
0.251001,75.0193,
0.252,-242.773,
0.253001,74.7446,
0.254,-80.3339,
0.255001,164.795,
0.256,-255.262,
0.257001,178.33,
0.258,162.669,
0.259001,-15.4687,
0.26,-39.0318,
0.261,-221.933,
0.262,-9.69729,
0.263,199.458,
0.264001,2.1013,
0.265,221.404,
0.266001,-255.206,
0.267,706.074,
0.268001,-357.506,
0.269,90.1174,
0.270001,-71.8584,
0.271,80.271,
0.272001,27.7666,
0.273,244.27,
0.274001,-89.4294,
0.275,-170.119,
0.276001,237.822,
0.277,13.8497,
0.278001,-200.559,
0.279,-231.219,
0.280001,44.4383,
0.281,12.2639,
0.282001,-229.647,
0.283,281.939,
0.284001,-339.892,
0.285,21.0153,
0.286001,218.891,
0.287,-160.554,
0.288,297.358,
0.289,-16.5702,
0.29,-61.1519,
0.291001,-19.3275,
0.292,107.29,
0.293001,153.782,
0.294,-281.267,
0.295001,386.821,
0.296,-503.432,
0.297001,140.59,
0.298,-25.9308,
0.299001,-238.734,
0.3,230.256,
Time(s),Acceleration(m_s2),6_XY-Field A.1/A/C3/MeshedPart-PART-1-1 at Node 157548
0,-8.80593,
0.00100075,-9.9067,
0.00200062,-9.90669,
0.00300037,-9.90668,
0.00400011,-9.90665,
0.00500074,-106.778,
0.00600049,-67.1527,
0.00700023,-138.721,
0.00800076,-333.621,
0.00900087,-71.5711,
0.0100001,-400.789,
0.0110002,55.056,
0.0120003,12.1121,
0.0130005,-99.0743,
0.0140008,376.471,
0.0150001,191.529,
0.016,260.846,
0.0170001,258.581,
0.0180002,138.671,
0.0190003,342.311,
0.0200005,203.609,
0.0210006,237.758,
0.0220007,450.251,
0.0230008,146.971,
0.0240009,177.813,
0.0250001,-263.704,
0.0260002,-54.506,
0.0270003,-64.4129,
0.0280004,-143.704,
0.0290005,-216.929,
0.0300006,-89.1835,
0.0310007,-2.20224,
0.0320008,122.221,
0.0330001,-37.432,
0.0340002,111.193,
0.0350003,323.659,
0.0360004,82.5617,
0.0370005,291.665,
0.0380006,21.4633,
0.0390007,-42.927,
0.0400008,606.44,
0.041,37.4182,
0.0420001,285.609,
0.0430002,209.129,
0.0440003,-60.5402,
0.0450004,177.756,
0.0460006,211.351,
0.0470007,56.6854,
0.0480008,-59.4458,
0.0490009,-1.10073,
0.0500001,198.124,
0.0510002,70.9947,
0.0520003,239.911,
0.0530004,50.6321,
0.0540005,299.933,
0.0550006,417.732,
0.0560007,118.88,
0.0570008,118.337,
0.0580001,-148.633,
0.0590002,62.2126,
0.0600003,-186.619,
0.0610004,654.651,
0.0620005,124.425,
0.0630006,342.488,
0.0640007,-33.0451,
0.0650008,100.8,
0.066,639.311,
0.0670001,291.008,
0.0680002,-107.433,
0.0690003,721.411,
0.0700004,285.394,
0.0710006,-452.773,
0.0720007,2.48215,
0.0730008,256.23,
0.0740009,-54.5769,
0.0750001,-228.642,
0.0760002,57.9164,
0.0770003,-310.78,
0.0780004,449.708,
0.0790005,234.055,
0.0800006,245.209,
0.0810007,-179.854,
0.0820008,67.8086,
0.0830001,355.379,
0.0840002,47.409,
0.0850003,0.826869,
0.0860004,238.277,
0.0870005,-4.54809,
0.0880006,473.604,
0.0890007,165.131,
0.0900008,77.0549,
0.091,45.8984,
0.0920001,594.481,
0.0930002,375.263,
0.0940003,-81.0693,
0.0950004,85.3882,
0.0960006,-64.8755,
0.0970007,-44.9856,
0.0980008,433.553,
0.0990009,-207.597,
0.1,500.226,
0.101,19.8481,
0.102,-31.2181,
0.103,-38.3152,
0.104001,121.77,
0.105001,72.2255,
0.106001,134.875,
0.107001,554.068,
0.108,-162.516,
0.109,130.804,
0.11,-367.764,
0.111,-111.019,
0.112,-248.636,
0.113001,-285.158,
0.114001,70.4928,
0.115001,-130.101,
0.116,-202.013,
0.117,-83.2236,
0.118,100.104,
0.119,253.94,
0.12,-234.56,
0.121001,338.118,
0.122001,-129.025,
0.123001,216.839,
0.124001,500.806,
0.125,159.106,
0.126001,180.203,
0.127,106.78,
0.128001,-91.4851,
0.129,124.978,
0.130001,-34.444,
0.131,238.618,
0.132,-78.2535,
0.133001,206.939,
0.134,-66.4102,
0.135001,-168.073,
0.136,-101.128,
0.137001,203.877,
0.138,106.637,
0.139001,208.324,
0.14,-112.441,
0.141,-78.2684,
0.142001,123.196,
0.143,-179.685,
0.144001,-37.2075,
0.145,211.374,
0.146001,-54.8447,
0.147,38.3045,
0.148,35.551,
0.149001,-77.7138,
0.15,1.37787,
0.151001,244.017,
0.152,-289.93,
0.153001,104.027,
0.154,0.275572,
0.155001,-91.1995,
0.156,-124.14,
0.157,132.677,
0.158001,-15.1565,
0.159,161.771,
0.160001,-143.316,
0.161,86.8122,
0.162001,109.955,
0.163,272.547,
0.164,-252.152,
0.165,154.045,
0.166,-212.196,
0.167001,-131.987,
0.168,7.4404,
0.169001,-246.904,
0.17,-83.6369,
0.171001,-150.475,
0.172,-204.505,
0.173,-133.667,
0.174001,-271.612,
0.175,-207.253,
0.176001,48.5051,
0.177,37.8965,
0.178001,-215.041,
0.179,-526.752,
0.180001,189.553,
0.181,-12.1952,
0.182,-314.412,
0.183001,266.154,
0.184,-321.124,
0.185001,373.418,
0.186,-138.375,
0.187001,-44.9198,
0.188,102.07,
0.189,-8.02629,
0.190001,82.1322,
0.191,-7.44165,
0.192001,154.891,
0.193,224.884,
0.194001,294.486,
0.195,87.3655,
0.196001,10.6113,
0.197,171.281,
0.198,20.3951,
0.199001,-211.944,
0.2,101.559,
0.201001,-178.571,
0.202,-184.364,
0.203001,233.408,
0.204,-421.52,
0.205,108.167,
0.206001,-117.533,
0.207,-140.541,
0.208001,-186.901,
0.209,-151.697,
0.210001,-140.755,
0.211,-263.444,
0.212001,32.3448,
0.213,-106.053,
0.214,114.659,
0.215001,192.871,
0.216,42.9185,
0.217001,94.3753,
0.218,-173.041,
0.219001,-200.677,
0.22,273.889,
0.221,109.533,
0.222001,260.678,
0.223,44.3645,
0.224001,205.71,
0.225,115.458,
0.226001,-132.562,
0.227,147.853,
0.228001,-315.249,
0.229,119.871,
0.23,16.5342,
0.231001,-432.089,
0.232,377.921,
0.233001,79.7739,
0.234,321.977,
0.235001,-228.283,
0.236,-197.313,
0.237001,-347.608,
0.238,-254.637,
0.239,-14.9503,
0.240001,-308.703,
0.241,117.5,
0.242001,-50.4669,
0.243,-57.9098,
0.244001,82.1143,
0.245,237.311,
0.246,162.865,
0.247001,353.648,
0.248,24.1113,
0.249001,61.1047,
0.25,203.358,
0.251001,35.4086,
0.252,239.053,
0.253001,246.898,
0.254,-109.271,
0.255001,-2.89355,
0.256,-345.31,
0.257001,-124.283,
0.258,210.553,
0.259001,2.2049,
0.26,39.4107,
0.261,105.558,
0.262,177.204,
0.263,-23.9763,
0.264001,146.195,
0.265,-28.1105,
0.266001,10.1972,
0.267,139.864,
0.268001,-92.0464,
0.269,-117.263,
0.270001,16.0527,
0.271,-145.246,
0.272001,116.785,
0.273,-140.154,
0.274001,-142.756,
0.275,-234.439,
0.276001,81.1916,
0.277,14.8144,
0.278001,119.329,
0.279,54.2221,
0.280001,75.4418,
0.281,29.764,
0.282001,-23.013,
0.283,169.563,
0.284001,174.33,
0.285,221.867,
0.286001,-250.279,
0.287,-95.5056,
0.288,-284.162,
0.289,2.06697,
0.29,-157.927,
0.291001,-211.81,
0.292,-21.2236,
0.293001,-66.2882,
0.294,-428.817,
0.295001,-347.37,
0.296,157.107,
0.297001,101.708,
0.298,148.771,
0.299001,-300.304,
0.3,3.94986,
Time(s),Acceleration(m_s2),7_XY-Field A.1/A/C3/MeshedPart-PART-1-1 in Element 134072
0,-8.80593,
0.00100075,-9.57352,
0.00200062,-9.90669,
0.00300037,-9.90668,
0.00400011,-9.90665,
0.00500074,-102.257,
0.00600049,215.398,
0.00700023,-104.785,
0.00800076,429.269,
0.00900087,459.502,
0.0100001,80.5806,
0.0110002,372.522,
0.0120003,163.847,
0.0130005,-218.132,
0.0140008,-13.8337,
0.0150001,-255.3,
0.016,-487.396,
0.0170001,220.6,
0.0180002,-143.21,
0.0190003,-68.0649,
0.0200005,-100.019,
0.0210006,-281.712,
0.0220007,127.978,
0.0230008,-232.65,
0.0240009,-29.2253,
0.0250001,55.1839,
0.0260002,187.568,
0.0270003,-9.64805,
0.0280004,325.949,
0.0290005,76.8197,
0.0300006,66.2221,
0.0310007,182.305,
0.0320008,-234.851,
0.0330001,150.498,
0.0340002,-119.062,
0.0350003,150.956,
0.0360004,50.1359,
0.0370005,-145.094,
0.0380006,84.4426,
0.0390007,-115.431,
0.0400008,56.6628,
0.041,-409.195,
0.0420001,149.683,
0.0430002,8.17291,
0.0440003,313.55,
0.0450004,-75.0555,
0.0460006,19.4851,
0.0470007,-309.875,
0.0480008,154.792,
0.0490009,174.417,
0.0500001,68.4452,
0.0510002,-21.3539,
0.0520003,81.756,
0.0530004,441.641,
0.0540005,526.312,
0.0550006,298.493,
0.0560007,293.632,
0.0570008,222.693,
0.0580001,-389.99,
0.0590002,112.631,
0.0600003,46.8578,
0.0610004,224.331,
0.0620005,-407.17,
0.0630006,206.1,
0.0640007,38.6581,
0.0650008,-150.264,
0.066,579.878,
0.0670001,940.673,
0.0680002,566.5,
0.0690003,288.445,
0.0700004,565.103,
0.0710006,-92.2532,
0.0720007,655.357,
0.0730008,-174.751,
0.0740009,119.799,
0.0750001,-22.9743,
0.0760002,165.275,
0.0770003,594.812,
0.0780004,-1.61846,
0.0790005,59.4294,
0.0800006,-260.578,
0.0810007,241.935,
0.0820008,389.687,
0.0830001,-49.5255,
0.0840002,50.781,
0.0850003,-140.446,
0.0860004,328.9,
0.0870005,142.916,
0.0880006,557.31,
0.0890007,395.669,
0.0900008,277.612,
0.091,140.117,
0.0920001,528.364,
0.0930002,390.499,
0.0940003,109.193,
0.0950004,513.028,
0.0960006,-38.5646,
0.0970007,-52.8748,
0.0980008,298.451,
0.0990009,-77.3682,
0.1,722.199,
0.101,-168.145,
0.102,285.104,
0.103,-43.3144,
0.104001,-123.277,
0.105001,275.319,
0.106001,277.816,
0.107001,33.7588,
0.108,346.424,
0.109,-177.164,
0.11,202.286,
0.111,108.528,
0.112,-335.601,
0.113001,151.236,
0.114001,-420.306,
0.115001,-48.7489,
0.116,-162.963,
0.117,-403.232,
0.118,226.86,
0.119,-230.202,
0.12,350.595,
0.121001,-27.5216,
0.122001,-2.47994,
0.123001,50.8435,
0.124001,-300.482,
0.125,114.081,
0.126001,-256.01,
0.127,290.395,
0.128001,122.039,
0.129,13.039,
0.130001,-278.743,
0.131,-533.19,
0.132,-166.489,
0.133001,-108.998,
0.134,135.07,
0.135001,-23.9853,
0.136,26.5189,
0.137001,-205.041,
0.138,243.051,
0.139001,-0.962383,
0.14,407.211,
0.141,-432.254,
0.142001,-0.77717,
0.143,-96.2623,
0.144001,-122.597,
0.145,-22.3836,
0.146001,-105.187,
0.147,-138.557,
0.148,-208.624,
0.149001,13.9928,
0.15,-394.401,
0.151001,-361.661,
0.152,118.471,
0.153001,341.934,
0.154,69.2002,
0.155001,186.756,
0.156,118.365,
0.157,46.3409,
0.158001,420.086,
0.159,-79.8954,
0.160001,53.5692,
0.161,-569.545,
0.162001,222.848,
0.163,-131.735,
0.164,-524.146,
0.165,155.625,
0.166,19.4629,
0.167001,93.9399,
0.168,78.3291,
0.169001,-70.2172,
0.17,266.493,
0.171001,-193.822,
0.172,7.40775,
0.173,-75.0894,
0.174001,-287.297,
0.175,86.7991,
0.176001,10.2972,
0.177,44.7877,
0.178001,13.6481,
0.179,110.437,
0.180001,409.452,
0.181,-75.7014,
0.182,36.9205,
0.183001,-113.87,
0.184,110.896,
0.185001,81.7809,
0.186,-147.504,
0.187001,72.2426,
0.188,373.426,
0.189,72.455,
0.190001,160.45,
0.191,-6.06623,
0.192001,-50.0141,
0.193,499.367,
0.194001,-325.639,
0.195,-119.373,
0.196001,94.9206,
0.197,-3.15244,
0.198,-76.9099,
0.199001,-448.617,
0.2,156.754,
0.201001,-381.454,
0.202,392.015,
0.203001,-212.028,
0.204,172.071,
0.205,69.9854,
0.206001,69.5143,
0.207,53.5187,
0.208001,-150.741,
0.209,-42.5633,
0.210001,-51.027,
0.211,-231.972,
0.212001,13.6456,
0.213,-167.021,
0.214,-294.694,
0.215001,311.934,
0.216,347.371,
0.217001,640.399,
0.218,75.4694,
0.219001,-137.68,
0.22,254.771,
0.221,110.01,
0.222001,55.3767,
0.223,-297.274,
0.224001,24.0414,
0.225,247.758,
0.226001,-434.785,
0.227,-6.25189,
0.228001,81.1097,
0.229,180.794,
0.23,412.501,
0.231001,-233.49,
0.232,138.427,
0.233001,-132.861,
0.234,220.334,
0.235001,-29.9523,
0.236,-133.974,
0.237001,-363.404,
0.238,-239.915,
0.239,-232.997,
0.240001,-198.007,
0.241,-280.013,
0.242001,-12.9635,
0.243,387.351,
0.244001,-57.7623,
0.245,166.177,
0.246,60.0695,
0.247001,342.228,
0.248,263.815,
0.249001,21.4908,
0.25,-204.357,
0.251001,-193.03,
0.252,-22.673,
0.253001,376.48,
0.254,-67.6289,
0.255001,180.12,
0.256,-255.517,
0.257001,-36.7396,
0.258,-147.804,
0.259001,-232.847,
0.26,-82.8837,
0.261,-118.725,
0.262,302.117,
0.263,-207.991,
0.264001,-116.177,
0.265,275.948,
0.266001,-169.41,
0.267,101.049,
0.268001,-28.2261,
0.269,-366.884,
0.270001,-315.177,
0.271,-60.3145,
0.272001,164.929,
0.273,-414.048,
0.274001,-76.9637,
0.275,37.8559,
0.276001,-119.207,
0.277,159.269,
0.278001,435.944,
0.279,-114.727,
0.280001,369.79,
0.281,178.987,
0.282001,-235.575,
0.283,321.003,
0.284001,42.0533,
0.285,135.439,
0.286001,145.889,
0.287,-510.222,
0.288,-127.005,
0.289,6.40586,
0.29,-204.759,
0.291001,101.413,
0.292,51.2072,
0.293001,87.14,
0.294,229.37,
0.295001,-71.49,
0.296,-194.906,
0.297001,-37.0762,
0.298,28.0158,
0.299001,119.967,
0.3,-506.828,
Time(s),Acceleration(m_s2),8_XY-Field A.1/A/C3/MeshedPart-PART-1-1 in Element 133967
0,-8.80593,
0.00100075,-9.9067,
0.00200062,-9.14207,
0.00300037,-9.90668,
0.00400011,-9.57053,
0.00500074,-30.176,
0.00600049,196.87,
0.00700023,-222.867,
0.00800076,253.177,
0.00900087,344.65,
0.0100001,261.974,
0.0110002,559.325,
0.0120003,565.19,
0.0130005,69.6012,
0.0140008,28.2826,
0.0150001,-316.316,
0.016,-170.42,
0.0170001,-502.114,
0.0180002,-623.589,
0.0190003,-320.716,
0.0200005,-438.58,
0.0210006,-37.7891,
0.0220007,275.802,
0.0230008,257.612,
0.0240009,-43.1115,
0.0250001,305.387,
0.0260002,147.7,
0.0270003,13.0407,
0.0280004,-35.8328,
0.0290005,99.1634,
0.0300006,79.2063,
0.0310007,123.123,
0.0320008,420.059,
0.0330001,102.619,
0.0340002,-10.756,
0.0350003,255.99,
0.0360004,-75.7451,
0.0370005,-190.779,
0.0380006,-219.402,
0.0390007,-283.218,
0.0400008,-0.381012,
0.041,-175.096,
0.0420001,70.3316,
0.0430002,-207.477,
0.0440003,235.064,
0.0450004,-18.026,
0.0460006,79.1282,
0.0470007,177.159,
0.0480008,224.61,
0.0490009,-59.5882,
0.0500001,-235.774,
0.0510002,66.0608,
0.0520003,121.234,
0.0530004,-158.313,
0.0540005,67.2743,
0.0550006,169.636,
0.0560007,-31.7408,
0.0570008,470.814,
0.0580001,42.6315,
0.0590002,321.111,
0.0600003,-193.413,
0.0610004,348.653,
0.0620005,-134.816,
0.0630006,155.127,
0.0640007,573.898,
0.0650008,-363.863,
0.066,396.632,
0.0670001,493.041,
0.0680002,252.1,
0.0690003,254.3,
0.0700004,814.838,
0.0710006,307.398,
0.0720007,349.477,
0.0730008,525.439,
0.0740009,535.461,
0.0750001,-429.638,
0.0760002,622.418,
0.0770003,309.32,
0.0780004,78.6792,
0.0790005,-351.253,
0.0800006,561.36,
0.0810007,213.135,
0.0820008,-178.127,
0.0830001,436.693,
0.0840002,7.70231,
0.0850003,535.357,
0.0860004,-326.593,
0.0870005,588.294,
0.0880006,-667.078,
0.0890007,447.455,
0.0900008,-479.082,
0.091,717.347,
0.0920001,-202.785,
0.0930002,303.707,
0.0940003,490.934,
0.0950004,113.19,
0.0960006,-217.746,
0.0970007,-24.6162,
0.0980008,-250.409,
0.0990009,58.0538,
0.1,343.339,
0.101,-5.99466,
0.102,240.833,
0.103,534.838,
0.104001,292.434,
0.105001,-225.546,
0.106001,600.333,
0.107001,-94.0522,
0.108,278.374,
0.109,-399.73,
0.11,308.701,
0.111,-86.3784,
0.112,-177.513,
0.113001,306.725,
0.114001,64.8145,
0.115001,363.022,
0.116,-174.263,
0.117,175.629,
0.118,-301.942,
0.119,-74.961,
0.12,-40.4964,
0.121001,-301.744,
0.122001,-332.623,
0.123001,-106.409,
0.124001,37.5635,
0.125,-185.714,
0.126001,-116.697,
0.127,-219.461,
0.128001,38.4264,
0.129,-106.95,
0.130001,364.098,
0.131,-652.754,
0.132,521.816,
0.133001,-314.127,
0.134,-1.30984,
0.135001,-197.576,
0.136,-426.266,
0.137001,333.025,
0.138,-592.892,
0.139001,356.869,
0.14,-20.6461,
0.141,247.45,
0.142001,394.806,
0.143,59.9346,
0.144001,44.1704,
0.145,220.624,
0.146001,-380.343,
0.147,230.274,
0.148,47.9028,
0.149001,171.362,
0.15,147.779,
0.151001,-596.347,
0.152,459.723,
0.153001,-469.866,
0.154,-31.8659,
0.155001,-221.542,
0.156,-53.2561,
0.157,-184.243,
0.158001,-212.644,
0.159,192.637,
0.160001,74.9682,
0.161,-530.639,
0.162001,306.994,
0.163,-150.194,
0.164,84.5313,
0.165,-75.0123,
0.166,-33.2329,
0.167001,63.8134,
0.168,35.9523,
0.169001,226.655,
0.17,-429.461,
0.171001,451.012,
0.172,30.5049,
0.173,-53.4107,
0.174001,224.061,
0.175,-59.6582,
0.176001,-220.235,
0.177,300.689,
0.178001,135.109,
0.179,104.493,
0.180001,439.566,
0.181,-160.923,
0.182,16.1807,
0.183001,-242.871,
0.184,404.03,
0.185001,-443.256,
0.186,-441.117,
0.187001,-60.314,
0.188,-73.694,
0.189,-15.1607,
0.190001,-156.544,
0.191,-4.47598,
0.192001,391.294,
0.193,-221.082,
0.194001,560.161,
0.195,-733.119,
0.196001,464.483,
0.197,-122.674,
0.198,87.7485,
0.199001,25.1058,
0.2,-133.887,
0.201001,181.363,
0.202,75.5936,
0.203001,195.604,
0.204,10.8847,
0.205,203.61,
0.206001,77.5009,
0.207,7.67163,
0.208001,-204.742,
0.209,-9.04322,
0.210001,-170.63,
0.211,494.604,
0.212001,-349.163,
0.213,326.632,
0.214,-228.99,
0.215001,2.61678,
0.216,-61.8683,
0.217001,-202.836,
0.218,-340.726,
0.219001,160.632,
0.22,-228.21,
0.221,-125.644,
0.222001,178.594,
0.223,-451.987,
0.224001,-12.9298,
0.225,-187.891,
0.226001,29.4166,
0.227,153.984,
0.228001,-112.207,
0.229,697.448,
0.23,-116.585,
0.231001,259.069,
0.232,-143.299,
0.233001,54.6511,
0.234,112.644,
0.235001,-24.0779,
0.236,-438.401,
0.237001,59.509,
0.238,-290.201,
0.239,404.052,
0.240001,-285.906,
0.241,117.346,
0.242001,59.0118,
0.243,228.443,
0.244001,-32.5732,
0.245,246.035,
0.246,-577.333,
0.247001,390.644,
0.248,-653.987,
0.249001,473.853,
0.25,-623.222,
0.251001,94.2354,
0.252,54.5256,
0.253001,-116.864,
0.254,-157.28,
0.255001,-85.5419,
0.256,-125.062,
0.257001,366.653,
0.258,47.6082,
0.259001,309.497,
0.26,36.1314,
0.261,-99.8256,
0.262,460.661,
0.263,110.328,
0.264001,-87.3503,
0.265,-159.582,
0.266001,487.206,
0.267,53.7905,
0.268001,28.0897,
0.269,363.592,
0.270001,-133.778,
0.271,8.792,
0.272001,-284.92,
0.273,-324.168,
0.274001,97.5584,
0.275,-63.0066,
0.276001,11.7833,
0.277,-214.098,
0.278001,-224.127,
0.279,252.309,
0.280001,-321.263,
0.281,250.83,
0.282001,-98.5928,
0.283,-37.6091,
0.284001,-153.783,
0.285,-170.722,
0.286001,-204.977,
0.287,141.502,
0.288,-301.606,
0.289,344.479,
0.29,-210.59,
0.291001,115.906,
0.292,221.224,
0.293001,-392.192,
0.294,526.578,
0.295001,165.743,
0.296,-28.8718,
0.297001,82.3565,
0.298,100.026,
0.299001,567.606,
0.3,-280.827,
